date,open_price,highest_price,lowest_price,close_price,turnover,volume
2016-01-04 09:35:00,156.14,156.88,156.14,156.36,7.23,342100.0
2016-01-04 09:40:00,156.59,156.59,155.55,155.62,7.33,347400.0
2016-01-04 09:45:00,155.55,155.62,154.59,155.03,10.98,523900.0
2016-01-04 09:50:00,154.96,155.03,154.07,154.51,9.85,471400.0
2016-01-04 09:55:00,154.44,154.59,154.14,154.29,8.56,410700.0
2016-01-04 10:00:00,154.37,155.55,154.0,155.48,8.39,401721.0
2016-01-04 10:05:00,155.4,155.48,154.29,154.29,8.54,408979.0
2016-01-04 10:10:00,154.37,154.44,153.03,153.03,21.0,1010300.0
2016-01-04 10:15:00,153.03,153.11,151.63,151.7,16.86,819200.0
2016-01-04 10:20:00,151.63,153.33,151.18,153.03,13.6,662469.0
2016-01-04 10:25:00,153.26,154.07,152.89,153.18,9.5,458122.0
2016-01-04 10:30:00,153.77,153.77,152.52,153.26,7.11,343425.0
2016-01-04 10:35:00,153.48,153.55,152.52,153.55,6.38,308400.0
2016-01-04 10:40:00,153.55,153.55,152.59,153.18,5.79,279976.0
2016-01-04 10:45:00,153.4,153.48,152.59,152.66,5.8,280800.0
2016-01-04 10:50:00,152.66,153.11,152.29,152.29,9.34,453116.0
2016-01-04 10:55:00,152.29,152.81,151.7,151.92,8.34,405887.0
2016-01-04 11:00:00,152.81,152.89,152.07,152.22,3.0,145600.0
2016-01-04 11:05:00,152.15,152.22,151.78,151.85,4.37,213000.0
2016-01-04 11:10:00,151.92,152.07,151.33,151.33,10.52,513254.0
2016-01-04 11:15:00,151.33,151.33,150.67,150.89,8.63,422996.0
2016-01-04 11:20:00,150.96,151.33,150.81,151.04,6.46,316705.0
2016-01-04 11:25:00,151.04,151.41,150.74,150.81,9.61,470910.0
2016-01-04 11:30:00,150.74,150.74,150.15,150.22,9.34,459500.0
2016-01-04 13:05:00,150.22,150.89,149.78,149.78,8.32,410334.0
2016-01-04 13:10:00,149.85,149.85,149.48,149.56,5.75,284366.0
2016-01-04 13:13:00,149.56,149.7,148.89,149.11,6.35,315000.0
2016-01-04 13:30:00,149.11,149.33,148.22,148.22,8.3,412600.0
2016-01-04 13:34:00,148.15,148.22,145.56,145.56,17.91,900300.0
2016-01-05 09:35:00,144.3,149.48,143.78,149.19,41.52,2107436.0
2016-01-05 09:40:00,149.19,149.48,148.45,148.52,13.66,678199.0
2016-01-05 09:45:00,148.37,148.52,147.71,148.0,17.48,873499.0
2016-01-05 09:50:00,148.0,150.37,148.0,149.85,19.81,980837.0
2016-01-05 09:55:00,149.85,150.74,149.33,149.41,30.38,1497000.0
2016-01-05 10:00:00,150.37,150.74,148.22,150.07,13.26,653500.0
2016-01-05 10:05:00,150.07,150.22,148.0,149.33,10.48,522100.0
2016-01-05 10:10:00,149.48,150.07,148.74,149.11,6.2,306900.0
2016-01-05 10:15:00,149.26,149.7,148.45,148.96,15.4,765006.0
2016-01-05 10:20:00,148.96,149.04,148.45,148.52,4.03,200594.0
2016-01-05 10:25:00,148.52,148.59,148.15,148.59,6.32,315500.0
