date,open_price,highest_price,lowest_price,close_price,turnover,volume
2016-01-04 09:35:00,1494.81,1494.81,1485.21,1488.36,15.37,70700.0
2016-01-04 09:40:00,1488.36,1492.27,1488.36,1488.64,10.48,48200.0
2016-01-04 09:45:00,1489.32,1494.81,1488.64,1489.05,7.41,34070.0
2016-01-04 09:50:00,1489.05,1494.47,1488.77,1490.9,10.4,47847.0
2016-01-04 09:55:00,1491.04,1494.47,1487.88,1487.88,11.44,52683.0
2016-01-04 10:00:00,1487.88,1489.19,1485.89,1486.31,24.29,111918.0
2016-01-04 10:05:00,1486.51,1486.51,1482.47,1483.15,11.18,51603.0
2016-01-04 10:10:00,1482.4,1483.15,1470.81,1470.81,17.81,82700.0
2016-01-04 10:15:00,1470.81,1470.81,1461.76,1462.1,25.2,117955.0
2016-01-04 10:20:00,1462.03,1472.59,1461.9,1470.47,17.13,80136.0
2016-01-04 10:25:00,1472.52,1472.66,1465.32,1467.38,17.74,82918.0
2016-01-04 10:30:00,1466.7,1474.31,1466.7,1474.24,15.94,74326.0
2016-01-04 10:35:00,1470.81,1474.24,1470.81,1473.55,12.88,59900.0
2016-01-04 10:40:00,1474.24,1474.31,1471.77,1471.77,7.52,35000.0
2016-01-04 10:45:00,1471.84,1474.1,1470.12,1472.87,8.32,38740.0
2016-01-04 10:50:00,1472.87,1472.87,1470.81,1470.81,3.95,18400.0
2016-01-04 10:55:00,1470.81,1471.5,1467.38,1469.64,8.52,39799.0
2016-01-04 11:00:00,1468.62,1469.64,1468.41,1468.41,4.55,21250.0
2016-01-04 11:05:00,1468.41,1470.81,1468.41,1469.58,4.48,20886.0
2016-01-04 11:10:00,1469.51,1469.51,1465.32,1466.7,23.92,111739.0
2016-01-04 11:15:00,1465.74,1468.68,1464.64,1466.01,7.1,33237.0
2016-01-04 11:20:00,1467.38,1467.38,1466.01,1467.38,4.84,22620.0
2016-01-04 11:25:00,1467.31,1467.38,1466.35,1467.38,3.12,14590.0
2016-01-04 11:29:00,1467.38,1468.55,1466.22,1466.22,8.96,41900.0
2016-01-04 13:05:00,1466.28,1466.42,1460.52,1461.21,16.61,77798.0
2016-01-04 13:10:00,1460.52,1460.66,1452.84,1454.35,26.28,123800.0
2016-01-04 13:13:00,1454.35,1456.96,1453.05,1454.7,6.44,30354.0
2016-01-04 13:30:00,1454.7,1454.7,1451.2,1451.61,11.32,53400.0
2016-01-04 13:34:00,1452.3,1452.3,1439.95,1439.95,28.71,136500.0
2016-01-05 09:35:00,1439.95,1458.4,1433.78,1458.06,62.93,298851.0
2016-01-05 09:40:00,1457.1,1460.39,1453.67,1454.08,19.64,92359.0
2016-01-05 09:45:00,1455.04,1459.84,1452.64,1459.84,20.03,94311.0
2016-01-05 09:50:00,1460.25,1466.49,1459.77,1466.35,14.68,68802.0
2016-01-05 09:55:00,1465.87,1467.04,1462.03,1462.65,21.58,100970.0
2016-01-05 10:00:00,1463.27,1465.32,1461.9,1463.95,18.55,86900.0
2016-01-05 10:05:00,1463.95,1465.32,1461.83,1463.82,19.47,91210.0
2016-01-05 10:10:00,1461.9,1463.75,1461.9,1462.99,9.39,44032.0
2016-01-05 10:15:00,1462.58,1462.99,1459.77,1460.52,20.17,94660.0
2016-01-05 10:20:00,1460.52,1462.17,1459.84,1460.52,7.42,34810.0
2016-01-05 10:25:00,1460.52,1463.27,1459.84,1463.27,5.22,24498.0
2016-01-05 10:30:00,1461.55,1463.27,1458.19,1460.52,11.72,55044.0
2016-01-05 10:35:00,1459.84,1460.52,1458.19,1460.52,3.73,17520.0
2016-01-05 10:40:00,1460.52,1460.52,1455.38,1455.38,5.09,23941.0
2016-01-05 10:45:00,1455.04,1457.1,1454.08,1455.04,8.93,42074.0
2016-01-05 10:50:00,1455.04,1457.1,1454.15,1454.35,7.14,33618.0
2016-01-05 10:55:00,1454.35,1456.96,1452.98,1454.08,5.8,27352.0
2016-01-05 11:00:00,1454.08,1454.97,1452.09,1454.35,6.31,29780.0
2016-01-05 11:05:00,1454.97,1455.72,1452.3,1452.98,20.23,95420.0
2016-01-05 11:10:00,1452.5,1453.67,1446.81,1447.22,8.95,42292.0
2016-01-05 11:15:00,1448.11,1448.87,1446.81,1447.36,8.24,39040.0
2016-01-05 11:20:00,1447.84,1447.84,1440.71,1443.45,10.56,50150.0
2016-01-05 11:25:00,1441.19,1444.07,1439.95,1441.32,15.34,73014.0
2016-01-05 11:30:00,1440.5,1440.5,1437.9,1439.95,16.18,77068.0
2016-01-05 13:05:00,1439.95,1441.19,1433.78,1439.95,24.35,116031.0
2016-01-05 13:10:00,1439.95,1439.95,1437.9,1439.61,7.55,35960.0
2016-01-05 13:15:00,1439.61,1439.95,1437.9,1439.95,8.52,40610.0
2016-01-05 13:20:00,1439.95,1439.95,1435.02,1435.02,9.63,45930.0
2016-01-05 13:25:00,1435.15,1436.52,1433.71,1436.52,16.38,78300.0
2016-01-05 13:30:00,1436.52,1438.99,1430.01,1430.01,15.75,75290.0
2016-01-05 13:35:00,1431.72,1432.41,1427.89,1432.27,13.17,63173.0
2016-01-05 13:40:00,1432.27,1432.27,1428.37,1428.37,9.26,44400.0
2016-01-05 13:45:00,1428.37,1429.53,1426.24,1429.53,21.33,102460.0
2016-01-05 13:50:00,1429.46,1429.53,1428.5,1428.64,12.46,59766.0
2016-01-05 13:55:00,1428.64,1430.35,1428.16,1428.3,34.19,164030.0
2016-01-05 14:00:00,1428.3,1439.95,1427.68,1438.86,10.52,50416.0
2016-01-05 14:05:00,1438.86,1438.86,1433.1,1433.78,3.94,18800.0
